ts,rpm,speed,throttle_pos,load,temp,manifold_pressure,intake_air_temp,maf
1558525705141,908,32.9397141081,16.862745098,45.4901960784,48,261.996690568,22,0.02380968
1558525706505,901,31.0752019888,16.862745098,42.7450980392,48,261.996690568,22,0.02380968
1558525707859,910,28.5891858297,16.862745098,44.3137254902,48,261.996690568,22,0.02380968
1558525709232,904,24.8601615911,16.862745098,42.7450980392,48,255.102040816,22,0.02380968
1558525710607,915,21.7526413922,16.862745098,42.7450980392,48,261.996690568,22,0.02380968
1558525711970,895,18.0236171535,16.862745098,42.7450980392,48,261.996690568,22,0.02380968
1558525713323,885,15.5376009944,16.862745098,41.1764705882,48,255.102040816,22,0.02380968
1558525714698,885,13.0515848353,16.862745098,42.3529411765,48,261.996690568,22,0.02380968
1558525716057,922,11.187072716,16.862745098,43.9215686275,48,261.996690568,22,0.02380968
1558525717466,902,7.45804847732,16.862745098,43.9215686275,48,261.996690568,22,0.02380968
1558525718853,908,3.72902423866,16.862745098,42.3529411765,49,255.102040816,22,0.02380968
1558525720227,900,3.72902423866,16.862745098,45.4901960784,49,261.996690568,22,0.02380968
1558525721617,883,0.0,16.862745098,43.9215686275,49,261.996690568,22,0.02380968
1558525722991,861,0.0,16.862745098,43.5294117647,49,261.996690568,22,0.02380968
1558525724366,888,0.0,16.862745098,45.0980392157,49,261.996690568,22,0.02380968
1558525725724,851,0.0,16.862745098,43.9215686275,49,261.996690568,22,0.02380968
1558525727082,850,0.0,16.862745098,42.3529411765,49,261.996690568,22,0.02380968
1558525728457,874,0.0,16.862745098,42.3529411765,49,255.102040816,22,0.02380968
1558525729815,860,0.0,16.862745098,43.5294117647,49,261.996690568,22,0.02380968
1558525731189,873,0.0,16.862745098,45.0980392157,49,268.89134032,22,0.02380968
1558525732548,858,0.0,16.862745098,41.568627451,49,255.102040816,22,0.02380968
1558525733905,870,0.0,16.862745098,43.137254902,49,261.996690568,22,0.02380968
1558525735281,872,0.0,16.862745098,44.7058823529,49,261.996690568,22,0.02380968
1558525736638,864,0.0,16.862745098,42.7450980392,49,261.996690568,22,0.02380968
1558525737996,867,0.0,16.862745098,42.7450980392,49,261.996690568,22,0.02380968
1558525739355,867,0.0,16.862745098,41.1764705882,49,255.102040816,22,0.02380968
1558525740714,865,0.0,16.862745098,41.9607843137,50,261.996690568,22,0.02380968
1558525742093,843,0.0,16.862745098,41.9607843137,49,261.996690568,22,0.02380968
1558525743447,860,0.0,16.862745098,40.3921568627,49,261.996690568,22,0.02380968
1558525744820,845,0.0,16.862745098,40.3921568627,49,261.996690568,22,0.02380968
1558525746179,815,0.0,16.862745098,47.4509803922,49,296.469939327,22,0.02380968
1558525747540,834,0.0,16.862745098,43.137254902,49,275.785990072,22,0.02380968
1558525748912,885,0.0,16.862745098,43.137254902,49,282.680639823,22,0.02380968
1558525750270,902,0.0,28.2352941176,29.4117647059,49,482.625482625,22,0.02380968
1558525751660,1856,4.35052827843,35.6862745098,34.9019607843,49,268.89134032,22,0.02380968
1558525753023,2000,10.5655686762,27.8431372549,52.9411764706,49,503.309431881,22,0.02380968
1558525754377,1695,12.4300807955,16.862745098,45.4901960784,49,303.364589079,22,0.02380968
1558525755750,1785,13.0515848353,29.8039215686,40.3921568627,49,475.730832874,22,0.02380968
1558525757108,2137,15.5376009944,36.862745098,45.8823529412,49,537.78268064,22,0.02380968
1558525758471,2595,19.2666252331,26.6666666667,45.0980392157,49,296.469939327,22,0.02380968
1558525759826,2623,20.5096333126,16.862745098,52.1568627451,49,648.097076669,22,0.02380968
1558525761200,2075,22.3741454319,38.8235294118,66.2745098039,49,482.625482625,22,0.02380968
1558525762558,2321,25.4816656308,34.9019607843,63.9215686275,49,455.046883618,22,0.02380968
1558525763920,2547,28.5891858297,40.0,64.7058823529,49,227.523441809,22,0.02380968
1558525765274,1821,29.2106898695,34.5098039216,61.1764705882,49,551.571980143,22,0.02380968
1558525766665,2017,31.0752019888,30.1960784314,64.7058823529,49,551.571980143,22,0.02380968
1558525768039,2155,32.9397141081,36.4705882353,68.6274509804,49,510.204081633,22,0.02380968
1558525769402,2290,34.8042262275,38.431372549,70.5882352941,49,523.993381136,22,0.02380968
1558525770771,2411,36.6687383468,40.7843137255,72.1568627451,49,565.361279647,22,0.02380968
1558525772131,2552,38.5332504661,39.6078431373,74.1176470588,49,392.995035852,22,0.02380968
1558525773489,2587,39.1547545059,27.0588235294,52.9411764706,49,461.94153337,22,0.02380968
1558525774862,2650,39.7762585457,17.6470588235,56.862745098,49,151.682294539,22,0.02380968
1558525776220,2245,39.7762585457,42.7450980392,66.2745098039,49,634.307777165,23,0.02380968
1558525777579,2112,41.640770665,50.1960784314,79.2156862745,50,648.097076669,23,0.02380968
1558525778936,2228,43.5052827843,47.0588235294,85.4901960784,50,586.045228902,23,0.02380968
1558525780297,2299,45.3697949037,32.9411764706,80.7843137255,50,392.995035852,23,0.02380968
1558525781672,2326,45.3697949037,31.3725490196,68.6274509804,50,303.364589079,23,0.02380968
1558525783028,2325,45.3697949037,27.0588235294,51.3725490196,50,303.364589079,23,0.02380968
1558525784387,2321,45.3697949037,32.1568627451,52.1568627451,50,406.784335356,23,0.02380968
1558525785760,2337,45.9912989434,29.4117647059,52.9411764706,51,296.469939327,23,0.02380968
1558525787123,2312,45.3697949037,16.862745098,40.0,52,144.787644788,23,0.02380968
1558525788493,2283,44.7482908639,36.0784313725,42.7450980392,52,496.414782129,23,0.02380968
1558525789851,2305,45.3697949037,29.0196078431,50.1960784314,52,296.469939327,23,0.02380968
1558525791209,2301,45.3697949037,26.2745098039,44.7058823529,52,220.628792057,23,0.02380968
1558525792570,2267,44.7482908639,30.5882352941,36.0784313725,52,365.416436845,23,0.02380968
1558525793941,2269,44.7482908639,30.5882352941,43.5294117647,52,330.943188086,23,0.02380968
1558525795316,2283,44.7482908639,27.4509803922,43.5294117647,52,310.259238831,23,0.02380968
1558525796674,2267,44.1267868241,25.4901960784,41.9607843137,52,261.996690568,23,0.02380968
1558525798037,2246,44.1267868241,23.5294117647,37.6470588235,52,193.05019305,23,0.02380968
1558525799405,2198,42.8837787446,21.1764705882,29.8039215686,52,310.259238831,23,0.02380968
1558525800812,2165,42.2622747048,27.8431372549,36.4705882353,52,317.153888582,23,0.02380968
1558525802218,2161,42.2622747048,19.2156862745,34.5098039216,52,193.05019305,23,0.02380968
1558525803592,2100,41.640770665,19.2156862745,29.4117647059,60,193.05019305,23,0.02380968
1558525804999,2080,40.3977625855,29.0196078431,33.3333333333,60,365.416436845,23,0.02380968
1558525806357,2077,40.3977625855,35.6862745098,47.0588235294,60,510.204081633,23,0.02380968
1558525807731,2088,41.0192666252,31.7647058824,59.6078431373,60,392.995035852,23,0.02380968
1558525809089,2083,41.0192666252,29.0196078431,57.6470588235,59,365.416436845,23,0.02380968
1558525810467,2066,40.3977625855,33.3333333333,57.2549019608,52,544.677330392,23,0.02380968
1558525811822,2092,41.0192666252,38.0392156863,68.6274509804,51,530.888030888,23,0.02380968
1558525813211,2100,41.0192666252,35.2941176471,72.1568627451,51,503.309431881,23,0.02380968
1558525814601,2105,41.640770665,30.1960784314,70.9803921569,51,386.1003861,23,0.02380968
1558525815995,2082,41.0192666252,16.862745098,60.0,51,172.366243795,23,0.02380968
1558525817383,1996,39.1547545059,16.862745098,41.568627451,51,172.366243795,23,0.02380968
1558525818756,1889,37.2902423866,16.862745098,31.7647058824,51,172.366243795,23,0.02380968
1558525820147,1785,34.8042262275,16.862745098,27.0588235294,51,186.155543298,24,0.02380968
1558525821509,1091,32.3182100684,16.862745098,49.0196078431,51,241.312741313,24,0.02380968
1558525822863,961,29.8321939093,16.862745098,53.7254901961,60,268.89134032,24,0.02380968
1558525824238,866,27.9676817899,16.862745098,49.4117647059,60,268.89134032,24,0.02380968
1558525825596,806,24.2386575513,16.862745098,50.9803921569,60,275.785990072,24,0.02380968
1558525826987,774,21.1311373524,16.862745098,49.4117647059,52,296.469939327,24,0.02380968
1558525828345,798,18.6451211933,16.862745098,38.0392156863,52,248.207391065,24,0.02380968
1558525829718,1624,18.0236171535,43.137254902,38.8235294118,52,641.202426917,24,0.02380968
1558525831076,1935,21.1311373524,49.0196078431,60.7843137255,51,648.097076669,24,0.02380968
1558525832437,2257,24.8601615911,49.4117647059,71.7647058824,52,634.307777165,24,0.02380968
1558525833809,2600,28.5891858297,49.0196078431,76.4705882353,51,627.413127413,24,0.02380968
1558525835169,2614,31.0752019888,34.1176470588,86.2745098039,51,668.781025924,24,0.02380968
1558525836541,2201,33.5612181479,62.3529411765,88.2352941176,51,668.781025924,24,0.02380968
1558525837905,2386,36.047234307,60.0,90.5882352941,60,661.886376172,24,0.02380968
1558525839293,2560,38.5332504661,51.3725490196,90.1960784314,60,641.202426917,24,0.02380968
1558525840680,2714,41.0192666252,33.3333333333,87.0588235294,60,151.682294539,24,0.02380968
1558525842055,2292,41.0192666252,48.2352941176,89.4117647059,59,654.99172642,24,0.02380968
1558525843461,2185,42.8837787446,47.4509803922,90.9803921569,51,599.834528406,24,0.02380968
1558525844835,2258,44.1267868241,32.1568627451,83.5294117647,51,379.205736349,24,0.02380968
1558525846225,2299,44.7482908639,45.0980392157,79.6078431373,51,606.729178158,24,0.02380968
1558525847588,2378,46.6128029832,34.9019607843,80.3921568627,51,392.995035852,24,0.02380968
1558525848958,2404,47.234307023,28.6274509804,66.6666666667,51,324.048538334,24,0.02380968
1558525850319,2413,47.234307023,28.6274509804,55.6862745098,51,324.048538334,24,0.02380968
1558525851690,2432,47.8558110628,32.1568627451,56.862745098,51,289.575289575,24,0.02380968
1558525853047,2442,47.8558110628,26.2745098039,47.0588235294,51,337.837837838,24,0.02380968
1558525854405,2440,47.8558110628,33.3333333333,47.0588235294,60,537.78268064,24,0.02380968
1558525855765,2447,47.8558110628,23.137254902,46.6666666667,60,303.364589079,24,0.02380968
1558525857122,2450,47.8558110628,43.5294117647,57.2549019608,60,482.625482625,24,0.02380968
1558525858497,2494,49.0988191423,24.7058823529,54.1176470588,60,392.995035852,24,0.02380968
1558525859855,2505,49.0988191423,25.4901960784,55.2941176471,60,241.312741313,24,0.02380968
1558525861228,2498,49.0988191423,38.0392156863,50.1960784314,60,523.993381136,24,0.02380968
1558525862587,2547,49.7203231821,50.9803921569,68.2352941176,60,654.99172642,24,0.02380968
1558525863967,2626,51.5848353014,54.5098039216,81.568627451,60,654.99172642,24,0.02380968
1558525865351,2703,52.827843381,54.5098039216,89.0196078431,52,648.097076669,24,0.02380968
1558525866725,2778,54.6923555003,54.5098039216,91.7647058824,52,648.097076669,24,0.02380968
1558525868088,2855,55.9353635799,50.1960784314,93.3333333333,52,620.518477661,24,0.02380968
1558525869457,2908,57.1783716594,46.2745098039,90.9803921569,52,579.150579151,24,0.02380968
1558525870815,2952,57.7998756992,40.7843137255,85.4901960784,52,530.888030888,24,0.02380968
1558525872206,2974,58.421379739,38.8235294118,80.0,52,496.414782129,24,0.02380968
1558525873596,2993,59.0428837787,38.0392156863,74.5098039216,51,489.520132377,24,0.02380968
1558525874970,3008,59.0428837787,37.6470588235,70.9803921569,60,489.520132377,24,0.02380968
1558525876361,3016,59.0428837787,37.6470588235,69.0196078431,60,489.520132377,24,0.02380968
1558525877751,3026,59.6643878185,37.6470588235,68.2352941176,60,489.520132377,24,0.02380968
1558525879115,3037,59.6643878185,37.6470588235,67.8431372549,60,482.625482625,24,0.02380968
1558525880485,3062,60.2858918583,37.6470588235,67.4509803922,60,482.625482625,24,0.02380968
1558525881843,3066,60.2858918583,37.6470588235,67.4509803922,60,482.625482625,24,0.02380968
1558525883237,3073,60.2858918583,37.6470588235,66.6666666667,60,482.625482625,24,0.02380968
1558525884638,3083,60.2858918583,37.6470588235,66.6666666667,60,482.625482625,24,0.02380968
1558525886028,3097,60.9073958981,37.2549019608,65.8823529412,60,475.730832874,24,0.02380968
1558525887419,3096,60.9073958981,37.2549019608,65.4901960784,60,455.046883618,24,0.02380968
1558525888810,3111,60.9073958981,36.0784313725,63.5294117647,60,448.152233867,24,0.02380968
1558525890183,3114,60.9073958981,38.8235294118,64.7058823529,60,496.414782129,24,0.02380968
1558525891561,3117,61.5288999378,38.8235294118,67.0588235294,60,496.414782129,24,0.02380968
1558525892932,3147,61.5288999378,38.8235294118,67.8431372549,60,496.414782129,24,0.02380968
1558525894290,3144,61.5288999378,38.8235294118,67.8431372549,60,496.414782129,24,0.02380968
1558525895649,3152,62.1504039776,38.8235294118,68.6274509804,60,496.414782129,24,0.02380968
1558525897010,3164,62.1504039776,38.8235294118,69.0196078431,52,496.414782129,24,0.02380968
1558525898365,3175,62.1504039776,38.8235294118,68.6274509804,52,489.520132377,24,0.02380968
1558525899723,3187,62.7719080174,38.8235294118,68.6274509804,52,496.414782129,24,0.02380968
1558525901098,3195,62.7719080174,38.8235294118,68.2352941176,52,489.520132377,24,0.02380968
1558525902476,3202,62.7719080174,38.431372549,68.2352941176,52,489.520132377,24,0.02380968
1558525903846,3225,63.3934120572,38.431372549,67.8431372549,60,413.678985108,25,0.02380968
1558525905220,3207,62.7719080174,29.8039215686,58.0392156863,60,324.048538334,25,0.02380968
1558525906578,3169,62.1504039776,39.2156862745,54.1176470588,60,620.518477661,25,0.02380968
1558525907956,3220,63.3934120572,51.3725490196,72.1568627451,60,606.729178158,25,0.02380968
1558525909312,3260,64.014916097,47.0588235294,79.6078431373,61,599.834528406,25,0.02380968
1558525910671,3305,65.2579241765,47.8431372549,83.9215686275,61,599.834528406,25,0.02380968
1558525912029,3366,65.8794282163,47.8431372549,85.8823529412,61,599.834528406,25,0.02380968
1558525913387,3404,67.1224362958,47.8431372549,87.0588235294,61,586.045228902,25,0.02380968
1558525914746,3445,67.7439403356,45.4901960784,86.2745098039,61,558.466629895,25,0.02380968
1558525916104,3488,68.3654443754,44.3137254902,84.3137254902,61,551.571980143,25,0.02380968
1558525917478,3514,68.9869484152,44.3137254902,82.7450980392,61,517.098731384,25,0.02380968
1558525918836,3527,69.6084524549,41.9607843137,80.0,61,510.204081633,25,0.02380968
1558525920197,3530,69.6084524549,28.2352941176,66.2745098039,61,296.469939327,25,0.02380968
1558525921552,3493,68.3654443754,40.0,60.7843137255,61,489.520132377,25,0.02380968
1558525922911,3494,68.9869484152,40.0,65.4901960784,61,482.625482625,25,0.02380968
1558525924285,3506,68.9869484152,39.6078431373,67.4509803922,61,482.625482625,26,0.02380968
1558525925664,3506,68.9869484152,39.6078431373,68.6274509804,61,482.625482625,26,0.02380968
1558525927018,3516,68.9869484152,43.9215686275,72.5490196078,61,537.78268064,26,0.02380968
1558525928376,3534,69.6084524549,40.7843137255,73.7254901961,61,489.520132377,26,0.02380968
1558525929751,3551,69.6084524549,40.3921568627,72.9411764706,61,489.520132377,26,0.02380968
1558525931113,3544,69.6084524549,40.0,72.5490196078,61,489.520132377,26,0.02380968
1558525932483,3542,69.6084524549,40.0,71.7647058824,61,482.625482625,26,0.02380968
1558525933841,3532,69.6084524549,40.0,71.7647058824,61,489.520132377,26,0.02380968
1558525935216,3519,69.6084524549,40.0,71.3725490196,61,489.520132377,26,0.02380968
1558525936590,3516,68.9869484152,40.0,71.7647058824,61,489.520132377,26,0.02380968
1558525937996,3499,68.9869484152,39.2156862745,70.9803921569,61,475.730832874,26,0.02380968
1558525939386,3493,68.9869484152,39.2156862745,70.1960784314,61,434.362934363,26,0.02380968
1558525940760,3473,68.3654443754,41.1764705882,68.2352941176,61,551.571980143,26,0.02380968
1558525942150,3488,68.3654443754,45.4901960784,75.6862745098,61,558.466629895,26,0.02380968
1558525943528,3509,68.9869484152,43.9215686275,78.8235294118,61,537.78268064,26,0.02380968
1558525944898,3534,69.6084524549,43.137254902,78.431372549,61,523.993381136,26,0.02380968
1558525946272,3551,69.6084524549,41.1764705882,77.2549019608,61,503.309431881,26,0.02380968
1558525947647,3557,70.2299564947,40.0,74.5098039216,61,482.625482625,26,0.02380968
1558525949036,3567,70.2299564947,38.431372549,71.3725490196,61,455.046883618,26,0.02380968
1558525950396,3571,70.2299564947,38.431372549,68.6274509804,61,455.046883618,26,0.02380968
1558525951754,3571,70.2299564947,38.0392156863,67.4509803922,61,455.046883618,26,0.02380968
1558525953127,3569,70.2299564947,38.0392156863,66.6666666667,61,455.046883618,26,0.02380968
1558525954486,3571,70.2299564947,38.0392156863,66.2745098039,61,455.046883618,26,0.02380968
1558525955864,3567,70.2299564947,37.6470588235,65.4901960784,62,441.257584115,26,0.02380968
1558525957235,3564,70.2299564947,36.862745098,63.5294117647,62,427.468284611,26,0.02380968
1558525958593,3556,69.6084524549,34.1176470588,59.6078431373,62,372.311086597,26,0.02380968
1558525959951,3535,69.6084524549,36.862745098,57.6470588235,62,441.257584115,26,0.02380968
1558525961321,3522,68.9869484152,37.2549019608,59.6078431373,61,441.257584115,26,0.02380968
1558525962683,3509,68.9869484152,29.4117647059,58.0392156863,62,268.89134032,26,0.02380968
1558525964042,3457,67.7439403356,28.2352941176,46.2745098039,62,275.785990072,26,0.02380968
1558525965400,3412,67.1224362958,43.137254902,49.4117647059,62,551.571980143,26,0.02380968
1558525966759,3421,67.1224362958,44.3137254902,64.7058823529,62,592.939878654,27,0.02380968
1558525968133,3456,67.7439403356,47.8431372549,76.0784313725,62,482.625482625,26,0.02380968
1558525969508,3464,68.3654443754,52.1568627451,79.2156862745,62,627.413127413,26,0.02380968
1558525970866,3496,68.9869484152,51.7647058824,86.2745098039,62,606.729178158,26,0.02380968
1558525972227,3540,69.6084524549,43.137254902,85.8823529412,62,523.993381136,26,0.02380968
1558525973598,3545,69.6084524549,53.7254901961,84.3137254902,62,641.202426917,26,0.02380968
1558525974988,3584,70.8514605345,47.4509803922,89.4117647059,62,544.677330392,26,0.02380968
1558525976378,3603,70.8514605345,40.7843137255,83.5294117647,62,468.836183122,26,0.02380968
1558525977785,3593,70.8514605345,38.0392156863,76.0784313725,62,448.152233867,26,0.02380968
1558525979158,3567,70.2299564947,37.2549019608,70.5882352941,62,441.257584115,26,0.02380968
1558525980533,3545,69.6084524549,37.2549019608,67.0588235294,62,441.257584115,26,0.02380968
1558525981891,3524,68.9869484152,37.2549019608,65.4901960784,62,441.257584115,26,0.02380968
1558525983265,3501,68.9869484152,36.862745098,63.5294117647,62,441.257584115,27,0.02380968
1558525984624,3472,68.3654443754,36.862745098,62.7450980392,62,441.257584115,27,0.02380968
1558525985998,3456,67.7439403356,36.0784313725,62.3529411765,62,420.573634859,27,0.02380968
1558525987356,3413,67.1224362958,36.4705882353,57.6470588235,62,441.257584115,27,0.02380968
1558525988715,3382,66.5009322561,36.4705882353,59.2156862745,62,441.257584115,27,0.02380968
1558525990109,3361,65.8794282163,36.0784313725,60.0,62,427.468284611,27,0.02380968
1558525991463,3330,65.2579241765,35.6862745098,59.6078431373,62,427.468284611,27,0.02380968
1558525992821,3308,65.2579241765,35.2941176471,58.8235294118,62,386.1003861,27,0.02380968
1558525994196,3285,64.6364201367,32.5490196078,54.5098039216,62,365.416436845,27,0.02380968
1558525995557,3245,64.014916097,32.5490196078,51.3725490196,62,365.416436845,27,0.02380968
1558525996929,3217,63.3934120572,39.6078431373,55.6862745098,62,503.309431881,27,0.02380968
1558525998287,3225,63.3934120572,40.0,63.137254902,61,503.309431881,27,0.02380968
1558525999645,3222,63.3934120572,16.862745098,55.2941176471,61,206.839492554,27,0.02380968
1558526001040,3152,62.1504039776,37.2549019608,52.5490196078,61,523.993381136,27,0.02380968
1558526002426,3164,62.1504039776,40.3921568627,63.137254902,61,517.098731384,27,0.02380968
1558526003816,3180,62.1504039776,40.3921568627,68.2352941176,61,517.098731384,27,0.02380968
1558526005207,3181,62.7719080174,40.3921568627,70.1960784314,62,517.098731384,27,0.02380968
1558526006597,3194,62.7719080174,40.3921568627,71.7647058824,62,517.098731384,27,0.02380968
1558526007971,3202,62.7719080174,37.6470588235,71.7647058824,62,448.152233867,27,0.02380968
1558526009345,3183,62.7719080174,36.0784313725,66.6666666667,62,220.628792057,27,0.02380968
1558526010703,3131,60.9073958981,16.862745098,44.3137254902,61,151.682294539,27,0.02380968
1558526012078,3002,59.0428837787,16.862745098,29.8039215686,61,151.682294539,27,0.02380968
1558526013440,2900,56.5568676196,50.1960784314,35.6862745098,54,648.097076669,28,0.02380968
1558526014794,2893,56.5568676196,56.0784313725,66.2745098039,51,654.99172642,28,0.02380968
1558526016169,2900,57.1783716594,56.0784313725,83.5294117647,52,661.886376172,28,0.02380968
1558526017527,2900,57.1783716594,64.3137254902,93.3333333333,52,668.781025924,28,0.02380968
1558526018907,2913,57.1783716594,64.7058823529,98.0392156863,52,668.781025924,28,0.02380968
1558526020291,2942,57.7998756992,61.568627451,100.0,53,661.886376172,27,0.02380968
1558526021649,2949,57.7998756992,59.6078431373,100.0,52,661.886376172,27,0.02380968
1558526023008,2987,59.0428837787,53.3333333333,98.8235294118,52,627.413127413,27,0.02380968
1558526024370,3032,59.6643878185,43.137254902,92.9411764706,53,523.993381136,27,0.02380968
1558526025758,3067,60.2858918583,39.2156862745,81.9607843137,51,510.204081633,27,0.02380968
1558526027147,3104,60.9073958981,37.2549019608,75.2941176471,51,468.836183122,27,0.02380968
1558526028522,3144,61.5288999378,36.0784313725,68.2352941176,51,420.573634859,27,0.02380968
1558526029928,3155,62.1504039776,34.5098039216,62.3529411765,51,420.573634859,27,0.02380968
1558526031302,3152,62.1504039776,34.5098039216,59.2156862745,52,420.573634859,27,0.02380968
1558526032677,3121,61.5288999378,34.5098039216,58.0392156863,51,420.573634859,27,0.02380968
1558526034051,3077,60.2858918583,34.5098039216,57.6470588235,51,427.468284611,27,0.02380968
1558526035409,3033,59.6643878185,44.7058823529,62.7450980392,52,592.939878654,27,0.02380968
1558526036768,3018,59.0428837787,36.0784313725,70.1960784314,51,441.257584115,27,0.02380968
1558526038126,2935,58.421379739,16.862745098,53.3333333333,52,310.259238831,27,0.02380968
1558526039517,2899,57.1783716594,36.4705882353,52.9411764706,52,248.207391065,27,0.02380968
1558526040875,2890,56.5568676196,16.862745098,38.8235294118,51,151.682294539,27,0.02380968
1558526042253,2791,54.6923555003,16.862745098,27.0588235294,52,151.682294539,27,0.02380968
1558526043607,2778,54.6923555003,49.4117647059,45.8823529412,51,627.413127413,28,0.02380968
1558526044965,2888,56.5568676196,40.3921568627,63.9215686275,51,461.94153337,28,0.02380968
1558526046357,2960,58.421379739,35.2941176471,61.1764705882,52,441.257584115,28,0.02380968
1558526047715,3013,59.0428837787,27.8431372549,58.0392156863,51,165.471594043,28,0.02380968
1558526049072,2982,58.421379739,16.862745098,37.6470588235,51,151.682294539,28,0.02380968
1558526050431,2865,56.5568676196,47.8431372549,40.7843137255,51,654.99172642,28,0.02380968
1558526051821,2956,57.7998756992,55.6862745098,69.4117647059,51,648.097076669,28,0.02380968
1558526053183,2999,59.0428837787,54.5098039216,83.5294117647,51,641.202426917,28,0.02380968
1558526054538,3047,59.6643878185,51.7647058824,89.0196078431,51,606.729178158,28,0.02380968
1558526055912,3085,60.9073958981,39.6078431373,85.0980392157,52,489.520132377,28,0.02380968
1558526057271,3091,60.9073958981,35.2941176471,74.5098039216,52,434.362934363,27,0.02380968
1558526058646,3085,60.9073958981,35.2941176471,66.6666666667,51,434.362934363,27,0.02380968
1558526060004,3092,60.9073958981,41.568627451,69.4117647059,51,537.78268064,27,0.02380968
1558526061363,3113,60.9073958981,41.568627451,72.9411764706,51,537.78268064,27,0.02380968
1558526062737,3123,61.5288999378,38.0392156863,72.5490196078,52,406.784335356,27,0.02380968
1558526064110,3108,60.9073958981,31.3725490196,61.9607843137,52,351.627137341,27,0.02380968
1558526065485,3078,60.2858918583,30.5882352941,53.3333333333,52,448.152233867,27,0.02380968
1558526066875,3024,60.2858918583,16.862745098,45.0980392157,52,151.682294539,27,0.02380968
1558526068281,2956,57.7998756992,16.862745098,30.1960784314,52,151.682294539,27,0.02380968
1558526069657,2886,56.5568676196,48.6274509804,39.2156862745,52,620.518477661,28,0.02380968
1558526071040,2929,57.7998756992,35.6862745098,56.862745098,52,296.469939327,28,0.02380968
1558526072405,2911,57.1783716594,41.9607843137,51.3725490196,53,565.361279647,28,0.02380968
1558526073779,2926,57.1783716594,43.9215686275,59.6078431373,52,606.729178158,28,0.02380968
1558526075137,2977,58.421379739,40.0,70.5882352941,51,558.466629895,28,0.02380968
1558526076517,3024,59.6643878185,52.5490196078,80.0,52,648.097076669,28,0.02380968
1558526077870,3092,60.9073958981,59.6078431373,89.0196078431,51,661.886376172,27,0.02380968
1558526079229,3114,61.5288999378,16.862745098,67.8431372549,52,482.625482625,27,0.02380968
1558526080602,3106,60.9073958981,33.7254901961,64.3137254902,52,599.834528406,27,0.02380968
1558526081962,3144,62.1504039776,51.7647058824,75.6862745098,52,634.307777165,27,0.02380968
1558526083320,3217,63.3934120572,55.6862745098,85.8823529412,53,620.518477661,27,0.02380968
1558526084711,3273,64.6364201367,45.0980392157,86.6666666667,52,544.677330392,27,0.02380968
1558526086068,3331,65.8794282163,35.6862745098,83.9215686275,51,186.155543298,27,0.02380968
1558526087442,3290,64.6364201367,16.862745098,52.5490196078,51,151.682294539,27,0.02380968
1558526088802,3241,63.3934120572,60.0,55.2941176471,52,648.097076669,28,0.02380968
1558526090159,3305,64.6364201367,45.4901960784,73.7254901961,52,455.046883618,28,0.02380968
1558526091533,3321,65.2579241765,44.3137254902,68.2352941176,52,620.518477661,28,0.02380968
1558526092908,3358,65.8794282163,52.9411764706,78.8235294118,52,641.202426917,28,0.02380968
1558526094267,3408,67.1224362958,49.0196078431,85.8823529412,52,503.309431881,28,0.02380968
1558526095623,3424,67.1224362958,37.6470588235,77.6470588235,53,461.94153337,27,0.02380968
1558526096986,3418,67.1224362958,38.8235294118,73.7254901961,53,455.046883618,27,0.02380968
1558526098356,3413,67.1224362958,36.862745098,69.0196078431,53,489.520132377,27,0.02380968
1558526099717,3416,67.1224362958,48.6274509804,75.2941176471,53,510.204081633,27,0.02380968
1558526101073,3437,67.7439403356,38.8235294118,73.3333333333,54,475.730832874,27,0.02380968
1558526102431,3429,67.7439403356,28.6274509804,62.7450980392,54,282.680639823,27,0.02380968
1558526103789,3385,66.5009322561,45.4901960784,56.4705882353,54,613.62382791,28,0.02380968
1558526105170,3392,66.5009322561,16.862745098,54.9019607843,54,144.787644788,28,0.02380968
1558526106538,3317,65.2579241765,16.862745098,34.9019607843,54,151.682294539,28,0.02380968
1558526107912,3224,63.3934120572,16.862745098,24.3137254902,54,165.471594043,28,0.02380968
1558526109271,3194,62.7719080174,41.568627451,38.431372549,54,234.418091561,29,0.02380968
1558526110629,3172,62.1504039776,16.862745098,30.1960784314,54,151.682294539,29,0.02380968
1558526111987,3155,61.5288999378,45.4901960784,43.137254902,54,537.78268064,29,0.02380968
1558526113345,3187,62.7719080174,25.4901960784,48.2352941176,54,206.839492554,29,0.02380968
1558526114703,3156,62.1504039776,19.6078431373,34.5098039216,54,179.260893547,29,0.02380968
1558526116061,3100,60.9073958981,38.8235294118,35.6862745098,53,613.62382791,29,0.02380968
1558526117456,3171,62.1504039776,48.2352941176,61.568627451,54,606.729178158,28,0.02380968
1558526118842,3238,63.3934120572,41.1764705882,72.5490196078,53,448.152233867,28,0.02380968
1558526120232,3269,64.014916097,36.4705882353,66.6666666667,53,537.78268064,28,0.02380968
1558526121622,3305,65.2579241765,41.9607843137,70.5882352941,53,530.888030888,28,0.02380968
1558526123000,3339,65.8794282163,41.9607843137,73.3333333333,53,523.993381136,28,0.02380968
1558526124386,3370,66.5009322561,41.9607843137,74.1176470588,53,523.993381136,28,0.02380968
1558526125744,3385,66.5009322561,41.9607843137,74.5098039216,54,523.993381136,28,0.02380968
1558526127102,3419,67.1224362958,41.9607843137,74.9019607843,54,523.993381136,28,0.02380968
